date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments,total_enrolments_growth_rate_1m,total_enrolments_ma_3m,total_enrolments_ma_6m,total_enrolments_ma_12m,total_enrolments_volatility_6m,total_enrolments_seasonal_index,rolling_mean,rolling_std,zscore,anomaly_zscore,anomaly_severity_zscore
2025-06-09,Karnataka,Raichur,584133,4,0,0,4,33.33333333333333,3.6666666666666665,2.6666666666666665,5.583333333333333,93.64036799649112,71.64179104477613,5.583333333333333,6.841827684223598,-0.2314196449267938,0,0.2314196449267938
2025-06-11,Andhra Pradesh,Tirupati,517503,0,4,0,4,300.0,2.0,1.6666666666666667,2.083333333333333,139.70869163555471,192.0,2.083333333333333,1.6764862244009224,1.1432641907639716,0,1.1432641907639716
,Uttarakhand,Haridwar,249407,1,2,0,3,50.0,2.6666666666666665,4.166666666666667,3.9166666666666665,111.15354915179012,76.59574468085107,3.9166666666666665,2.2343733444554026,-0.4102567142332658,0,0.4102567142332658
,Telangana,Medak,502371,7,2,0,9,800.0,5.333333333333333,4.333333333333333,5.416666666666667,368.5262189778007,166.15384615384613,5.416666666666667,3.287948609787875,1.089838607168655,0,1.089838607168655
2025-09-09,Himachal Pradesh,Hamirpur,177021,1,0,0,1,0.0,1.0,1.1666666666666667,1.25,49.15960401250874,80.0,1.25,0.6215815605080609,-0.402199833269922,0,0.402199833269922
2025-03-09,Madhya Pradesh,Bhind,477117,2,3,0,5,-70.58823529411764,13.0,9.166666666666666,6.916666666666667,162.4640069520054,72.28915662650603,6.916666666666667,5.664215155994744,-0.3383816846431328,0,0.3383816846431328
2025-06-11,Maharashtra,Nanded,431710,2,0,0,2,-33.333333333333336,3.6666666666666665,2.6666666666666665,2.583333333333333,104.172222074082,77.41935483870968,2.583333333333333,1.975225341952383,-0.2953249540413176,0,0.2953249540413176
2025-05-11,Uttar Pradesh,Farrukhabad,209625,16,8,0,24,2300.0,9.0,5.666666666666667,5.75,940.1795041373748,417.39130434782606,5.75,6.566097498791509,2.779428725107861,0,2.779428725107861
,Uttar Pradesh,Budaun,202520,0,3,1,4,0.0,3.0,5.833333333333333,5.916666666666667,360.0825808346973,67.6056338028169,5.916666666666667,5.017393987343494,-0.3820044173332826,0,0.3820044173332826
,Arunachal Pradesh,Lower Dibang Valley,792110,3,0,0,3,50.0,2.6666666666666665,2.5,2.5,131.2775544268566,120.0,2.5,1.243163121016122,0.4021998332699218,0,0.4021998332699218
,Tripura,North Tripura,799251,1,0,0,1,-75.0,2.6666666666666665,3.333333333333333,2.583333333333333,115.39184450288396,38.70967741935484,2.583333333333333,1.676486224400904,-0.9444356358485088,0,0.9444356358485088
2025-12-09,Maharashtra,Sangli,416308,1,0,0,1,-80.0,2.333333333333333,2.0,1.75,187.932217883252,57.14285714285714,1.75,1.2880570286625832,-0.5822723554241545,0,0.5822723554241545
2025-08-11,Andhra Pradesh,Ananthapuramu,515865,2,0,0,2,100.0,1.6666666666666667,1.5,1.4166666666666667,68.31300510639751,141.17647058823528,1.4166666666666667,0.5149286505444356,1.1328430311977653,0,1.1328430311977653
,Jammu and Kashmir,Kathua,184143,26,0,0,26,100.0,15.333333333333334,13.5,13.0,70.34950474409725,200.0,13.0,7.651500150000304,1.699013232065281,0,1.699013232065281
2025-11-11,Tamil Nadu,Tiruchirappalli,621011,1,0,0,1,-50.0,1.3333333333333333,1.5,1.5833333333333333,101.33369882974144,63.15789473684211,1.5833333333333333,0.7929614610988313,-0.7356389458385407,0,0.7356389458385407
2025-12-11,Uttar Pradesh,Bijnor,246727,1,0,0,1,0.0,1.6666666666666667,5.0,7.666666666666667,26.59568372452654,13.043478260869565,7.666666666666667,6.596601512532041,-1.010621401641666,0,1.010621401641666
,Uttar Pradesh,Bahraich,271851,4,19,0,23,155.55555555555554,27.33333333333333,16.333333333333332,13.416666666666666,420.6498295544309,171.42857142857144,13.416666666666666,13.180276816866137,0.7270965144730515,0,0.7270965144730515
2025-02-09,Maharashtra,Ahmadnagar,413712,1,0,0,1,0.0,5.666666666666667,3.8333333333333335,5.583333333333333,271.78763496251725,17.910447761194032,5.583333333333333,6.7750656935202525,-0.6765002054100941,0,0.6765002054100941
,Maharashtra,Kolhapur,416109,3,0,0,3,-50.0,4.666666666666667,5.0,5.416666666666667,118.83254381434271,55.38461538461538,5.416666666666667,2.108783937953264,-1.146000129824693,0,1.146000129824693
2025-10-11,Madhya Pradesh,Seoni,480667,9,1,0,10,-41.17647058823529,10.666666666666666,7.833333333333333,7.583333333333333,262.4494665211306,131.86813186813183,7.583333333333333,6.006940430313365,0.4023124075729508,0,0.4023124075729508
,Maharashtra,Nashik,422010,17,0,0,17,-26.086956521739136,17.333333333333332,30.0,20.666666666666668,517.8999119523145,82.25806451612902,20.666666666666668,27.978346605685903,-0.1310537294552462,0,0.1310537294552462
2025-05-11,Uttar Pradesh,Prayagraj,212302,1,0,0,1,0.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,49.15960401250867,60.0,1.6666666666666667,0.9847319278380818,-0.6770032003839789,0,0.6770032003839789
,Meghalaya,Ri Bhoi,793101,1,3,0,4,-20.0,3.6666666666666665,5.333333333333333,5.5,158.3013549491716,72.72727272727273,5.5,3.872983346205503,-0.3872983346209331,0,0.3872983346209331
2025-03-11,Tamil Nadu,Sivaganga,630411,3,0,0,3,200.0,2.0,3.5,3.1666666666666665,300.85141527683413,94.73684210526316,3.1666666666666665,2.081665999466113,-0.0800640769025442,0,0.0800640769025442
,Odisha,Kendujhar,758019,2,0,0,2,-60.0,3.333333333333333,3.333333333333333,4.583333333333333,41.50524286382291,43.63636363636364,4.583333333333333,2.234373344457968,-1.1561780128378762,0,1.1561780128378762
,Gujarat,Panchmahals,389110,1,0,0,1,-75.0,2.0,2.333333333333333,3.6666666666666665,189.1990916899345,27.27272727272728,3.6666666666666665,4.249777177759444,-0.62748387859539,0,0.62748387859539
,Andhra Pradesh,Ananthapur,515867,1,0,0,1,0.0,1.3333333333333333,1.3333333333333333,1.25,49.15960401250881,80.0,1.25,0.4522670168666458,-0.5527707983925663,0,0.5527707983925663
,Uttar Pradesh,Rae Bareli,229301,1,3,0,4,-20.0,3.333333333333333,3.333333333333333,3.5,175.20358528378932,114.28571428571428,3.5,1.5666989036012993,0.3191423692521088,0,0.3191423692521088
,Tamil Nadu,Krishnagiri,635108,1,0,0,1,-50.0,1.6666666666666667,4.0,3.583333333333333,137.23501402365957,27.906976744186046,3.583333333333333,2.391588796113777,-1.0801745423507303,0,1.0801745423507303
,Uttar Pradesh,Unnao,229503,2,1,1,4,100.0,2.6666666666666665,4.0,7.75,64.93390150465791,51.61290322580645,7.75,8.346202184769798,-0.4493061535033292,0,0.4493061535033292
2025-06-11,Telangana,Medchal-malkajgiri,500062,1,0,0,1,-80.0,2.333333333333333,2.1666666666666665,2.5,179.2628940555885,40.0,2.5,2.110579412044337,-0.7107053122190171,0,0.7107053122190171
,Bihar,Muzaffarpur,843126,1,2,0,3,-25.0,4.333333333333333,6.666666666666667,5.25,62.65366596944257,57.14285714285714,5.25,3.6958207355176658,-0.6087957617578676,0,0.6087957617578676
,Andhra Pradesh,Annamayya,516108,0,0,1,1,-66.66666666666667,1.6666666666666667,1.6666666666666667,2.083333333333333,131.65611772087652,48.0,2.083333333333333,2.065224325624584,-0.5245596422101516,0,0.5245596422101516
,Assam,Goalpara,783132,8,1,0,9,800.0,9.333333333333334,7.5,7.833333333333333,331.58088722612246,114.8936170212766,7.833333333333333,6.264377402619669,0.1862382471047776,0,0.1862382471047776
,Tamil Nadu,Thanjavur,613001,1,0,0,1,-50.0,1.3333333333333333,1.5,2.1666666666666665,77.4596669241492,46.15384615384615,2.1666666666666665,1.5275252316519214,-0.7637626158259858,0,0.7637626158259858
2025-03-11,West Bengal,Kolkata,700017,4,3,0,7,250.0,4.333333333333333,2.833333333333333,2.583333333333333,163.100741420301,270.96774193548384,2.583333333333333,1.880924981990116,2.348135470024756,0,2.348135470024756
2025-09-09,Delhi,North West Delhi,110052,6,1,0,7,133.33333333333334,8.0,8.5,9.25,156.4938792961535,75.67567567567568,9.25,5.344921123664691,-0.4209603748946084,0,0.4209603748946084
,Karnataka,Bagalkot,587201,8,0,0,8,60.00000000000001,7.666666666666667,9.833333333333334,11.333333333333334,125.16908183691818,70.58823529411764,11.333333333333334,6.826863160050922,-0.4882671961024732,0,0.4882671961024732
,Telangana,Nizamabad,503122,8,0,0,8,166.66666666666666,6.0,5.0,5.833333333333333,130.90132482337324,137.14285714285714,5.833333333333333,2.9490625115398488,0.734696758101389,0,0.734696758101389
2025-05-11,Odisha,Mayurbhanj,757021,0,1,0,1,-66.66666666666667,2.6666666666666665,2.1666666666666665,2.1666666666666665,139.90737676789655,46.15384615384615,2.1666666666666665,1.19341628287971,-0.9775856785291244,0,0.9775856785291244
,Uttar Pradesh,Pratapgarh,230142,1,1,0,2,100.0,2.6666666666666665,2.833333333333333,3.8333333333333335,184.4021872610703,52.17391304347826,3.8333333333333335,2.329000305762639,-0.787176080997981,0,0.787176080997981
2025-10-09,Uttar Pradesh,Rampur,244927,3,2,0,5,-61.53846153846154,11.666666666666666,21.83333333333333,18.25,124.08482087933795,27.3972602739726,18.25,16.57009902863378,-0.7996331209067297,0,0.7996331209067297
,Jammu and Kashmir,Anantnag,192211,6,1,0,7,16.666666666666675,4.666666666666667,4.333333333333333,3.5,216.8975799431273,200.0,3.5,2.576114057328137,1.3586354959881273,0,1.3586354959881273
,Uttar Pradesh,Basti,272194,9,10,0,19,216.66666666666663,15.333333333333334,14.333333333333334,10.916666666666666,200.19879318469663,174.04580152671755,10.916666666666666,7.452374037035375,1.0846655432433123,0,1.0846655432433123
2025-03-09,Karnataka,Belagavi,591143,1,0,0,1,0.0,1.3333333333333333,1.6666666666666667,2.0,20.41241452319244,50.0,2.0,1.0444659357341888,-0.9574271077563364,0,0.9574271077563364
,Karnataka,Bagalkot,587114,0,1,0,1,-83.33333333333334,3.0,2.6666666666666665,2.9166666666666665,127.25739445880636,34.285714285714285,2.9166666666666665,2.1933093855190715,-0.8738697236792545,0,0.8738697236792545
,Uttar Pradesh,Sitapur,261206,2,6,0,8,33.33333333333333,8.666666666666666,7.333333333333333,7.833333333333333,74.06769117255119,102.1276595744681,7.833333333333333,3.761849964027137,0.0443044428301034,0,0.0443044428301034
,Assam,Nagaon,782427,0,1,0,1,0.0,2.333333333333333,3.5,4.666666666666667,159.96929360698957,21.428571428571427,4.666666666666667,3.797926068819684,-0.9654391897644784,0,0.9654391897644784
,Gujarat,Dahod,389175,9,3,0,12,100.0,12.333333333333334,11.666666666666666,12.666666666666666,73.6866402558979,94.73684210526316,12.666666666666666,6.110100926607839,-0.1091089451179951,0,0.1091089451179951
,Uttar Pradesh,Sitapur,261141,4,9,0,13,550.0,5.666666666666667,4.166666666666667,4.25,228.26337127683345,305.88235294117646,4.25,3.1658691181197605,2.763853991916352,0,2.763853991916352
2025-11-11,Punjab,Jalandhar,144419,1,0,0,1,0.0,1.0,1.3333333333333333,1.5833333333333333,91.08400680853,63.15789473684211,1.5833333333333333,1.2401124093721407,-0.470387465623919,0,0.470387465623919
2025-04-09,Karnataka,Shivamogga,577204,1,0,0,1,0.0,1.0,1.0,1.25,0.0,80.0,1.25,0.4522670168666402,-0.552770798392573,0,0.552770798392573
,West Bengal,Paschim Bardhaman,713359,2,1,0,3,50.0,2.0,1.8333333333333333,1.4166666666666667,93.34325344106524,211.76470588235296,1.4166666666666667,0.7929614610987586,1.9967342815619364,0,1.9967342815619364
,Jharkhand,Palamu,822102,8,2,0,10,-28.57142857142857,20.33333333333333,20.83333333333333,14.916666666666666,125.27036694977504,67.03910614525141,14.916666666666666,12.44959534452524,-0.3949258213303126,0,0.3949258213303126
,Tamil Nadu,Tiruchirappalli,621216,4,0,0,4,0.0,3.333333333333333,4.0,3.0,96.12342032072398,133.33333333333331,3.0,2.1742292260184657,0.4599331055038936,0,0.4599331055038936
2025-04-09,Tamil Nadu,Thiruvarur,610109,1,0,0,1,-66.66666666666667,2.0,1.6666666666666667,1.5833333333333333,78.4691493990307,63.15789473684211,1.5833333333333333,0.6685579234215222,-0.8725247475162219,0,0.8725247475162219
2025-02-11,Kerala,Kasargod,671542,1,0,0,1,0.0,1.3333333333333333,1.1666666666666667,1.1666666666666667,49.15960401250875,85.71428571428571,1.1666666666666667,0.3892494720807615,-0.4281744192888378,0,0.4281744192888378
,Uttar Pradesh,Mau,221601,1,4,0,5,150.0,3.333333333333333,6.166666666666667,4.5,91.18436876596498,111.11111111111111,4.5,3.753785967647722,0.1331988569165334,0,0.1331988569165334
,Uttar Pradesh,Kanpur Nagar,209204,1,1,0,2,-66.66666666666667,3.333333333333333,3.8333333333333335,5.833333333333333,122.59538991997402,34.285714285714285,5.833333333333333,5.305800142415015,-0.7224797825853527,0,0.7224797825853527
2025-12-09,West Bengal,Murshidabad,742229,1,0,0,1,-88.88888888888889,3.6666666666666665,8.333333333333334,11.583333333333334,346.68278741822104,8.633093525179856,11.583333333333334,7.316958301635893,-1.446411595781154,0,1.446411595781154
2025-02-11,Maharashtra,Kolhapur,416201,1,0,0,1,0.0,1.6666666666666667,2.833333333333333,3.9166666666666665,125.21509271826798,25.531914893617024,3.9166666666666665,3.028901190901153,-0.9629454653153956,0,0.9629454653153956
,Bihar,Bhabua,821101,0,1,0,1,0.0,1.0,1.0,1.0,0.0,100.0,1.0,0.0,,0,
2025-11-09,Gujarat,Ahmedabad,380008,0,5,0,5,25.0,3.6666666666666665,5.5,5.083333333333333,86.32607941929338,98.36065573770492,5.083333333333333,3.1466673086806023,-0.0264830454441256,0,0.0264830454441256
2025-11-09,Andhra Pradesh,Karimnagar,505529,1,0,0,1,-50.0,1.3333333333333333,1.1666666666666667,1.25,49.15960401250873,80.0,1.25,0.4522670168666455,-0.5527707983925666,0,0.5527707983925666
2025-10-11,Uttar Pradesh,Rampur,244923,1,0,0,1,-95.0,11.0,24.166666666666668,19.58333333333333,152.52084950223943,5.1063829787234045,19.58333333333333,16.719386316142902,-1.1114841766285857,0,1.1114841766285857
2025-01-04,Uttar Pradesh,Lucknow,226017,169,209,11,389,-34.51178451178451,449.6666666666667,366.3333333333333,366.3333333333333,38.168688886744754,106.1874431301183,366.3333333333333,131.55784532541824,0.1722942984555499,0,0.1722942984555499
2025-01-09,Kerala,Thrissur,680583,2,0,0,2,100.0,1.3333333333333333,1.3333333333333333,1.1666666666666667,61.23724356957941,171.42857142857142,1.1666666666666667,0.3892494720807569,2.1408720964442134,0,2.1408720964442134
2025-11-11,Andhra Pradesh,Chittoor,517551,1,0,0,1,0.0,2.333333333333333,1.8333333333333333,2.083333333333333,92.75864739562908,48.0,2.083333333333333,1.505042031024881,-0.7198027104901656,0,0.7198027104901656
,West Bengal,Jalpaiguri,735213,1,2,0,3,50.0,2.333333333333333,3.0,3.1666666666666665,96.27314536524594,94.73684210526316,3.1666666666666665,1.6966991126252593,-0.0982299486258276,0,0.0982299486258276
2025-01-09,Chhattisgarh,Korba,495674,14,2,0,16,128.57142857142856,11.5,11.5,11.5,,139.1304347826087,11.5,6.363961030678928,0.7071067811865476,0,0.7071067811865476
,Rajasthan,Ajmer,305801,6,2,0,8,300.0,4.333333333333333,8.5,6.5,138.46297223080785,123.07692307692308,6.5,5.946733251424669,0.252239328145523,0,0.252239328145523
,Uttar Pradesh,Agra,283201,1,3,0,4,-55.55555555555556,5.666666666666667,6.833333333333333,14.166666666666666,208.9202202258275,28.235294117647054,14.166666666666666,14.294521094926244,-0.7112282110853833,0,0.7112282110853833
2025-12-09,Maharashtra,Nashik,423502,5,2,0,7,133.33333333333334,4.0,4.0,4.333333333333333,156.90759204519966,161.53846153846155,4.333333333333333,2.3868325657638643,1.1172407754597762,0,1.1172407754597762
,Karnataka,Bangalore,560046,2,1,0,3,200.0,2.0,1.5,2.0,98.31920802501752,150.0,2.0,1.2060453783110576,0.8291561975888478,0,0.8291561975888478
2025-09-11,Madhya Pradesh,Datia,475335,8,1,0,9,125.0,6.0,7.0,12.583333333333334,80.34529601091025,71.52317880794702,12.583333333333334,15.848477605885376,-0.2260995297114628,0,0.2260995297114628
2025-02-11,Karnataka,Yadgir,585223,8,0,0,8,33.33333333333333,6.0,7.0,6.166666666666667,58.5579435410777,129.7297297297297,6.166666666666667,2.6911752530115387,0.6812389238797272,0,0.6812389238797272
2025-10-11,West Bengal,East Midnapore,721601,1,0,0,1,-80.0,2.333333333333333,1.8333333333333333,1.6666666666666667,181.2916618784953,60.0,1.6666666666666667,1.154700538379251,-0.5773502691896261,0,0.5773502691896261
,Uttar Pradesh,Budaun,243634,6,5,1,12,-14.28571428571429,10.333333333333334,6.5,10.0,115.18953901392403,120.0,10.0,6.915069183903449,0.2892234259427945,0,0.2892234259427945
2025-06-11,Tamil Nadu,Pudukkottai,614621,1,1,0,2,100.0,1.3333333333333333,1.3333333333333333,1.8333333333333333,68.31300510639802,109.09090909090912,1.8333333333333333,0.7177405625653029,0.2322101820064025,0,0.2322101820064025
2025-09-09,Tamil Nadu,Tiruppur,638108,2,0,0,2,100.0,1.3333333333333333,1.6666666666666667,1.75,104.21665467242303,114.28571428571428,1.75,0.7537783614444157,0.3316624790355371,0,0.3316624790355371
,Jharkhand,East Singhbhum,832101,35,0,0,35,39.99999999999999,31.0,24.666666666666668,21.0,483.2410262436931,166.66666666666669,21.0,12.94744622063996,1.0812943156065886,0,1.0812943156065886
,Maharashtra,Mumbai Suburban,400086,10,2,1,13,-55.172413793103445,16.666666666666668,11.833333333333334,11.416666666666666,141.09949446650202,113.86861313868614,11.416666666666666,7.242028009960601,0.2186312081582169,0,0.2186312081582169
,Jharkhand,Bokaro,828404,1,1,0,2,-33.333333333333336,2.0,2.833333333333333,2.4166666666666665,192.23153477762847,82.75862068965519,2.4166666666666665,1.378954368902475,-0.3021613158949531,0,0.3021613158949531
,Andhra Pradesh,Chittoor,517403,1,0,0,1,0.0,2.0,1.8333333333333333,1.75,76.08779042561201,57.14285714285714,1.75,0.9653072991634136,-0.7769546554242256,0,0.7769546554242256
,Delhi,South Delhi,110062,25,4,1,30,-9.090909090909092,26.33333333333333,19.33333333333333,13.583333333333334,86.41646880357224,220.85889570552143,13.583333333333334,10.378809997764687,1.581748453840312,0,1.581748453840312
2025-12-09,Tamil Nadu,Tiruppur,641654,14,3,0,17,0.0,12.666666666666666,7.666666666666667,4.75,169.61284891929176,357.89473684210526,4.75,5.817293966348022,2.105790092586691,0,2.105790092586691
,Karnataka,Bangalore,560086,5,0,0,5,0.0,4.333333333333333,5.0,5.083333333333333,97.57660280844938,98.36065573770492,5.083333333333333,1.6213537179739357,-0.0513973801086831,0,0.0513973801086831
2025-02-11,Bihar,Saran,841411,7,3,0,10,42.85714285714286,6.333333333333333,7.166666666666667,7.083333333333333,217.00253195625424,141.1764705882353,7.083333333333333,4.481443219915136,0.6508320028925635,0,0.6508320028925635
,Uttarakhand,Pauri Garhwal,246149,8,1,0,9,800.0,11.333333333333334,8.666666666666666,5.25,330.3830641911118,171.42857142857142,5.25,6.468454923002023,0.5797365900572153,0,0.5797365900572153
